Velo,SpinRate,HorzBreak,InducedVertBreak,Chance
94.66,2352,5.21,18.01,0.23234830000000006
96.04,2170,8.58,13.7,0.2834353200000001
94.33,2397,3.66,24.12,0.18713744000000004
91.59,1931,15.44,7.24,0.3343781
89.13,1864,14.71,2.75,0.35098324
90.88,2274,13,6.79,0.31058940999999995
92.74,1991,12.63,10.35,0.30937501999999995
92.05,2345,14.91,12.47,0.28443228
97.47,2156,6.06,17.9,0.25742242
92.56,2241,16.33,11.19,0.30364796000000005
97.06,2572,3.89,19.12,0.22245499000000002
91.82,2089,13.41,15.52,0.27199587000000003
93.2,2002,8.38,16.09,0.26311569
94.52,2146,3.62,17.29,0.24047565000000004
93.55,2613,8.03,15.29,0.24057774000000004
90.79,1993,15.15,6.05,0.33416538000000007
92.25,2249,5.84,15.41,0.24368317
94.56,2198,8.3,16.59,0.25712007000000003
94.47,2797,4.55,12.47,0.24250684000000003
89.51,2121,11.21,16.95,0.24451210000000004
94.02,2236,3.82,16.69,0.23833025000000002
93.61,2267,20.49,6.37,0.34928464000000004
96.84,2203,19.66,7.19,0.35940571
90.1,2268,13.25,9.09,0.2942279
89.83,1876,14.16,7.53,0.32311228999999997
92.76,2362,13.7,16.12,0.26112602
95.55,2397,5.48,14.67,0.25532319
98.87,2397,8.02,14.87,0.27719645
93.74,2226,13.04,14.03,0.28232945
94.05,2161,11.94,13.36,0.28730912
93.96,2512,4.35,18.16,0.21826937
96.18,2196,10.63,19.89,0.25199580000000005
95.14,2078,19.24,1.15,0.39242965
93.56,2306,7.75,19.03,0.23121462000000004
96.38,2210,6.18,15.25,0.26632845000000005
91.85,2317,6.05,15.1,0.24128115
92.8,2186,4.69,10.5,0.27505637
95.42,2158,8.7,19.13,0.24881308999999996
96.8,2601,-0.37,16.85,0.22031923999999997
93.83,1964,7.49,14.76,0.2729563300000001
96.76,2335,3.56,17.17,0.2426117500000001
91.92,1956,14.66,9.77,0.31706437
94.42,2256,3.98,19.98,0.21992047999999997
92.87,2442,2.77,18.6,0.20890345000000005
91.12,1981,8.59,13.64,0.27000141
93.67,2110,13.29,14.8,0.2834412100000001
91.73,2306,2.57,17.54,0.21566627
92.32,1926,14.02,5.7,0.3427802
93.76,2247,10.94,16.33,0.26104729000000004
92.89,2450,-0.31,9.95,0.2511273
95.04,2874,10.37,21.1,0.20777609000000005
92.05,2085,15.07,7.67,0.32570795999999996
95.39,2062,8.03,17.79,0.25903492
87.24,1812,12.87,8.55,0.3040409399999999
90.09,2049,10.49,4.8,0.32139645000000006
97.6,2580,8.85,20.09,0.23419949999999995
94.2,2227,14.02,14.18,0.28653916000000007
92.88,2080,8.1,12.52,0.27873385999999994
94.95,2066,6.9,16.58,0.2606065
94.67,2194,11.41,15.13,0.2763133200000001
94.38,2562,18.2,8.99,0.3164082100000001
99.18,2078,9.44,15.36,0.29463948
88.01,1704,15.97,8.14,0.32463002999999996
95.93,2441,8.35,17.11,0.24931236000000007
91.03,2268,2.35,18.76,0.20616811000000007
91.59,2462,-0.46,14.73,0.21538155000000003
95.62,2528,8.03,18.26,0.23600283
95.23,2270,9.2,16.17,0.2622346100000001
92.7,2404,3.66,17.37,0.22005093000000003
93.67,2140,5.08,17.59,0.23962363000000003
96.31,2008,6.92,15.86,0.27385608000000006
93.37,2205,10.5,14.61,0.27017219000000003
95.76,2463,7.05,15.32,0.25425847
98.15,2162,8.27,14.98,0.28474581000000004
93.65,2183,4.78,20.04,0.2218734400000001
97.29,2265,14.8,16.67,0.28633663000000004
85.64,2032,17.01,4.84,0.32199171
95.35,2508,8.5,18.06,0.2383559
93.68,2188,14.44,11.33,0.3044282300000001
95.71,2409,10.98,16.71,0.26039141
92.72,2341,3.94,4.12,0.30372066000000003
93.63,2162,14.08,11.94,0.30058619999999997
93.29,1673,12.43,14.83,0.29876832000000003
92.96,2422,0.49,14.41,0.22835034
97.31,2206,15.48,12.79,0.31461891000000003
91.52,2331,1.89,17.54,0.21144460999999998
95.45,2364,1.37,17.84,0.22443701000000002
92.59,2401,2.12,16.69,0.21897349000000008
92.44,2273,5.88,18.16,0.22701172000000003
93.23,2563,5.33,15.04,0.23447205000000004
92.4,2321,11.31,17.68,0.24449033000000003
96.14,2124,12.5,12.42,0.30594328000000004
95.59,2299,-1.05,19.64,0.20963703
96.28,2289,10.79,15.42,0.27564263
92.14,2191,5.61,19.78,0.21877861000000004
94.06,2105,8.34,20.46,0.23588804000000005
94.13,2387,11.47,18.48,0.24505266999999997
92.14,1907,17.39,5.51,0.35449470000000005
94.52,2182,12.11,13.7,0.28697807
94.86,1714,9.01,15.05,0.2920549
91.38,2302,10.49,2.71,0.32833688
96.49,2332,10.69,14.47,0.2800513
97.61,2099,16.12,9.15,0.34479643
94.56,2053,11.03,14.29,0.28611536
93.87,2579,7.89,18.84,0.22176200999999995
93.49,2291,6.79,17.5,0.23779944999999997
99.11,2417,13.5,17.87,0.27641836999999997
91.58,2014,14.8,12.05,0.29956871
92.11,2253,4,15.65,0.23566977000000003
93.64,2409,7.33,12.48,0.26503487000000003
92.87,1976,10.1,17.03,0.26250389
92.7,2016,10.79,15.43,0.27169922
92.92,2355,10.13,14.14,0.26295553
95.8,2122,12.92,17.43,0.27560981
94.91,2117,15.52,5.52,0.35165518
96.96,2233,13.84,16.36,0.28516004
92.55,1955,16.54,-0.49,0.38767176999999997
89.28,2101,9.81,17.68,0.23560439
98.6,2294,20.01,5.47,0.37474127999999995
88.72,2112,4.09,15.35,0.22872275999999997
95.18,2267,9.43,9.83,0.3010601
91.38,2259,5.33,18.65,0.21814449999999996
94.55,2274,7.27,18.32,0.23996890999999995
90.87,2413,7.44,19.91,0.20779351000000007
96.84,2191,9.53,16.67,0.27119992000000004
96.92,2240,14.3,11.63,0.31459318999999997
90.14,2280,10.85,16.83,0.23973448000000003
97.04,2337,11.05,15.69,0.2761061800000001
92.72,2343,10.64,11.07,0.28267981000000003
93.77,1706,9.31,15.22,0.28735977
89.85,2276,11.77,19.43,0.22580205999999997
97.94,2555,16.06,2.88,0.36309766
92.21,1980,18.3,-1.26,0.39511641999999997
95.73,2621,11.24,19.51,0.23475743
94.08,2356,9.88,19.3,0.23633210000000002
93.48,2055,16.43,6.81,0.3430284
88.44,2139,2.42,17.37,0.20882829
93.64,2117,11.54,4.96,0.3368059
96.22,2559,5.47,16.77,0.2383088
93.3,2333,16.05,11.99,0.29713419999999996
95.24,2084,6.63,16.82,0.25881946999999994
93.23,2135,14.42,5.33,0.34087967
91.6,2112,13.13,15.05,0.27190074000000003
97.16,2110,12.75,13.91,0.30303842000000003
92.56,2140,9.08,13.36,0.27253756
97.13,2157,13.17,8.66,0.33370127
89.51,2256,16.08,5.76,0.32098486000000004
92.66,2373,2.42,19.31,0.20572103000000003
94.39,2446,7.59,16.39,0.24402340000000003
94.21,2366,6.47,16.23,0.24431648
92.91,2185,19.02,8.07,0.33499713
97.11,2422,5.27,17.07,0.24618408
92.69,2363,17.48,7.09,0.32697177000000005
94.27,1855,4.35,7.32,0.31495378999999996
94.09,2031,10.58,14.11,0.28465357000000013
95.02,2605,4.22,18.45,0.21671105000000002
96.03,2528,18.2,9.05,0.32512441000000003
92.64,2108,2.31,18.42,0.22273250999999994
94.04,2128,7.78,16.1,0.25926812000000005
93.42,2364,8.28,15.86,0.24868558000000004
92.47,2226,9.2,17.72,0.24231114000000004
92.03,2273,10.76,17.35,0.24526179000000004
95.27,2267,-1.44,8.72,0.27421142
91.91,2031,2.66,15.94,0.23894849999999998
93.45,2269,17.61,6.9,0.33627602999999995
94.71,2291,6.06,17.43,0.24150705
94.26,2511,10.52,10.06,0.2877549800000001
94.81,2172,5.79,15.49,0.25823494
91.6,2240,4.13,20.89,0.20277094
93.77,2431,6.47,17.69,0.2305487
96.95,1912,7.13,15.49,0.28403844
95.93,2184,15.2,10.04,0.3250208600000001
89.86,1961,4.02,15.58,0.23920468
95.73,1850,12.73,12.63,0.31602030000000003
92.4,2227,11.83,17.63,0.25070194000000007
96.4,2309,12.5,15.7,0.27893140000000005
91.52,2067,15.39,12.51,0.29594926
97.79,2276,16.02,3.65,0.37037159000000003
93.03,2168,6.01,18.54,0.23260779
86.8,2303,13.99,12.46,0.25958406999999994
92.88,2099,9.13,14.81,0.2672869
93.27,2318,5.9,17.88,0.23049564000000006
92.39,2136,5.23,21.13,0.21310662000000002
90.8,1955,17.43,5.58,0.34589598999999993
97.56,2351,5.21,14.56,0.26640995
96.54,2540,13.1,17.78,0.25837828
89.52,2129,15.68,10.56,0.29665248
98.18,2212,14.73,8.16,0.34386775
96.46,2386,16.28,14.62,0.29400586
90.87,2261,6.18,20.86,0.20506598000000006
98.42,2280,8.66,14.95,0.28199547
93.52,2627,17.41,17.72,0.25445547
96.37,2288,10.5,15.39,0.27537389
95.83,2419,9.72,20.21,0.23546037
93.91,2093,8.83,19.34,0.24402921
97.8,2581,5.64,17.98,0.23775421999999996
94.64,2802,17.33,13.67,0.27573632000000003
97.54,2263,6.6,14.39,0.27569673000000006
94.79,2269,5.08,16.7,0.24421292
94.86,2614,8.89,20.35,0.21870764000000004
93.55,2162,15.25,9.02,0.32146815000000006
93.72,2178,0.16,19.83,0.20925777
92.94,2776,6.94,20.83,0.19357955000000002
93.84,2122,12.51,2.39,0.35600386000000006
87.06,2164,6.37,10.4,0.25572283
96.21,2555,13.68,15.75,0.27023090999999994
94.68,2152,9.77,16.88,0.2626086700000001
88.2,2013,10.63,11.9,0.27207559000000003
91.79,2044,17.71,8.05,0.33234666
94.32,2303,6.81,14.32,0.26026066999999997
95.78,2288,3.97,16.28,0.24692687000000002
95.97,2090,6.91,15.59,0.27016132000000004
93.46,2156,17.45,10.22,0.32097177
97.79,2172,17.88,5.49,0.36983677
92.03,2006,6.84,9.9,0.29008108000000005
91.92,2268,4.96,17.52,0.22585032000000005
91.55,1998,15.83,3.17,0.35688014
91.91,2056,13.37,4.58,0.33969983
98.79,2471,5.4,19.16,0.23942758000000003
93.89,2315,6.79,17.51,0.2384696
95.99,2188,6.67,14.45,0.27190274000000003
93.83,2259,16.07,10.93,0.30937542
94.31,2062,12.33,8.46,0.32375011000000004
94.08,2371,9.54,15.01,0.2604335300000001
93.56,1999,4.99,18.04,0.24255909000000006
92.96,2173,11.12,14.85,0.27025123
93.8,2309,10.36,16.11,0.25791673000000004
94.15,2443,7.91,17.72,0.23605143000000003
95.82,2351,6.5,21.05,0.2233984899999999
92.4,2092,7.64,20.22,0.22816782000000002
93.93,2296,5.26,21.31,0.21184529000000002
96.19,2306,3.65,16.82,0.24372363000000002
87.9,1898,11.11,10.1,0.28829503000000006
91.93,2303,5.64,14.31,0.24576383000000004
91.75,2526,1.89,17.16,0.20589137000000002
94.45,2305,17.41,13.7,0.29760183000000007
95.54,2145,17.11,12.34,0.31712751
93.84,2268,7.4,16.37,0.2491582300000001
94.01,2382,6.85,16.56,0.24187297000000005
95.41,2478,9.64,14.36,0.26585033999999996
89.99,2460,1.29,18.24,0.19249105
94.01,2246,7.32,9.82,0.29015088000000006
93.39,2187,18.3,10.42,0.32068838
95.11,2215,5.37,16.03,0.25307758
92.95,2343,7.16,15.32,0.24725478000000006
98.41,2376,18.67,5.59,0.36522748
97.01,2072,12.69,14.85,0.29823604000000004
96.72,2084,16.44,5.87,0.36218161000000004
95.48,2122,16.31,8.48,0.33866069000000004
90.37,2060,7.09,18.56,0.2286500100000001
93.42,2093,12.29,10.33,0.30688466000000003
91.92,2025,13.67,10.68,0.30534345
96.31,2325,7.68,19.19,0.24171111
98.61,2625,7.28,20.19,0.23124951
95.14,2150,12.08,7.38,0.32925002000000003
93.34,2317,7.1,19.25,0.22635393000000004
97.81,2328,11.2,16.49,0.27567777000000004
92.84,2140,4.09,16.83,0.23732440000000005
92.01,2229,10.79,16.49,0.25245214000000005
92.77,2016,11.19,9.89,0.30664626
89.78,2109,17.29,7.35,0.32311888000000005
93.09,2462,5.9,18.01,0.22232483000000003
96.64,2450,6.36,16.49,0.24966171000000004
94.39,2414,6.45,17.53,0.23505388000000002
96.6,2692,14.38,19.72,0.24402974
95.05,2204,16.26,7.8,0.33690068
91.25,1882,9.52,15.27,0.26819251
93.29,2618,6.38,18.37,0.21545367000000004
91.54,2529,5.43,19.53,0.20157271999999998
94.91,2602,5.61,19.68,0.21327625
95.94,2275,9.35,17.52,0.25758032999999997
94.63,1848,4.9,7.59,0.31700621
93.32,2566,14.69,11.54,0.28506461
92.03,1974,7.12,16.39,0.25331247000000007
93.86,2277,14.89,11.71,0.30030683999999996
94.32,1907,8.61,11.71,0.29966491999999995
95.92,2302,13.64,15.61,0.28116331000000006
96.97,2200,9.72,15.29,0.2802904500000001
93.74,1981,5.26,17.5,0.24829775999999992
97,2311,16.22,9.49,0.33061021
92.76,2138,11.7,13.66,0.27991592000000004
95.01,2043,6.13,7.58,0.31374931
95.82,2234,1.55,19.95,0.21990234
95.15,2093,17.92,6.8,0.35362766
93.26,2529,2.97,19.84,0.19986903000000006
92.44,2358,8.31,19.28,0.22397661000000008
93.95,1923,9.39,16.02,0.27371557
95.87,2152,12.27,13.87,0.2939802
95.56,2297,14.97,12.91,0.30017008
96.18,2440,2.18,17.05,0.23159105000000008
93.58,2085,7.26,17.69,0.24792669
93.14,2110,16.48,8.61,0.32828047000000005
91.24,2034,18.01,9.08,0.32502470999999994
94.8,2216,6.44,18.16,0.24212612000000003
99.32,2350,2.1,7.48,0.30742914
94.97,2339,7.8,19.07,0.23605738999999998
96.76,2441,13.72,16.55,0.27324333000000006
92.13,2072,2.27,18.77,0.21981382000000005
94.55,2610,9.36,19.31,0.22520963
92.71,2251,14.05,12.47,0.28904382
93.46,2252,13.94,13.16,0.28791894
97.54,2124,12.82,13.65,0.30591869000000005
89.14,2324,8.51,19.83,0.20778326
92.89,2494,-0.45,13.31,0.22843967999999992
95.39,2285,7.21,12.07,0.28076825999999994
92.34,2025,1.25,15.18,0.24135932999999998
93.08,2279,3.13,13.92,0.24661555
97.16,2376,19.9,4.64,0.3690900200000001
93.35,2268,6.66,15.55,0.24955233
94.35,2234,7.22,16.57,0.25126810999999993
98.26,2152,8.3,15.06,0.2853153200000001
91.59,2355,7.27,20.17,0.21162554000000006
95.09,2305,6.32,19.4,0.23154494000000003
92.92,2439,3.13,18.66,0.21003113
94.14,2505,14.27,18.44,0.24870289
94.08,1977,18.73,7.56,0.35198655
92.29,2294,7.14,15.46,0.24557230000000002
93.9,2335,6.52,18,0.23380776000000006
94.31,2170,12.74,13.59,0.28919749
94.51,2559,-0.42,9.75,0.2544088100000001
93.61,2532,2.63,17.56,0.21400411000000003
93.79,2199,8.59,16.68,0.25392515000000004
94.58,2127,14.8,8.26,0.33093666
97.1,2221,7.08,19.08,0.24884644000000003
93.8,2190,13.4,10.65,0.30573354999999997
95.8,2521,4.75,19.72,0.21810324999999997
92.7,2306,7.35,17.8,0.23345285
96.24,2378,13.22,11.25,0.30411488999999997
96.26,2258,17.11,14.94,0.29959435
88.54,2063,8.03,7.11,0.29208662
91.28,2341,11.31,18.11,0.23587814000000001
92.36,1912,3.34,14.09,0.25969769
90.89,2286,15.9,16.69,0.25949703
93.69,2063,7.18,15.83,0.26038837000000004
92.45,2037,-0.82,19.14,0.21099034000000005
91.99,2477,3.64,17.62,0.21191440000000006
90.74,1770,5.8,15.24,0.25953628
91.14,2115,15.2,4.03,0.34252553
92.04,2219,19.58,8.03,0.3314676700000001
92.79,2049,11.46,17.59,0.25968341000000006
97.18,2276,1.75,17.82,0.23764931000000006
93.77,2175,14.68,12.26,0.30057788
93.68,2301,4.34,15.04,0.24538038000000006
97.81,2204,16.49,10.83,0.33195434
95.69,2162,14.98,11.95,0.31273437
94.62,2020,16.98,10.47,0.32949123
94.4,2181,12.47,15.89,0.2744057600000001
94.46,2352,4.91,18.31,0.2286915
94.01,2301,4.03,20.04,0.21579271
94.17,2285,9.55,18.6,0.24316718999999998
91.31,2118,6.35,15.33,0.24744322000000005
92.15,2287,10.23,16.99,0.24568464000000004
92.62,NA,4.51,16.96,NA
96.77,2015,18.63,7.13,0.36480398000000003
95.45,2279,13.49,13.82,0.29038427
95.89,2253,14.91,8.86,0.32789581
92.71,2474,4.38,20.77,0.19866811000000006
91.64,2188,10.29,18.54,0.23872105
90.61,2218,15.56,10.53,0.29737265
97.79,2432,7.53,18.17,0.24926072000000005
96.12,2527,10.37,16.7,0.2550362500000001
96.88,2226,9.65,16.09,0.27365566
95.56,2296,9.02,17.73,0.25259333
88.68,2239,8.49,19.15,0.2135952800000001
92.29,2259,5.1,19.43,0.21687813000000006
96.2,1941,6.06,14.79,0.2801704300000001
97.66,2261,9.34,17.67,0.26513038999999994
92.41,2149,13.62,10.61,0.30219003000000005
91.54,2263,9.31,3.55,0.32209906000000005
93.62,2171,11.28,13.47,0.28216753000000006
89.04,1494,3.45,9.54,0.29136993000000005
97.5,2358,10.56,16.02,0.27372858
95.59,2150,14.31,10.4,0.32007171
96.03,2326,10.43,18.4,0.25373615000000005
96.79,2005,14.39,17.28,0.29095595
91.46,2279,0.63,16.72,0.21454761000000003
88.37,2099,15.26,7.81,0.3080312700000001
95.17,2131,4.53,17.95,0.24299037999999998
96.27,1967,13.3,5.27,0.35927269000000006
89.28,2208,4.47,21.24,0.19259937000000002
93.15,2330,12.56,17.53,0.25230893000000004
97.54,2273,16.92,10.01,0.33385959000000004
91.47,2349,17.06,16.63,0.26325437
98.03,2410,9.42,16.79,0.26557577
96.68,2944,4.72,19.79,0.20231357000000005
91.59,2157,6.36,15.88,0.24365966000000006
91.64,2237,15.05,6.64,0.32304963
90.6,2254,8.13,17.41,0.23102954000000003
87.74,1953,14.39,17.51,0.25065529999999997
94.03,2328,10.54,15.3,0.26354198
94.79,2186,13.46,9.84,0.3154999600000001
92.51,2416,5.68,16.17,0.23217541000000008
91.87,2136,6.75,18.8,0.2295195900000001
93.35,1840,4,14.19,0.26895595
95.18,2224,13.98,12.01,0.30409605000000006
94.47,2312,11.16,17.9,0.25255012000000004
93.71,2270,8.51,18.74,0.23766125
97.63,2131,7.27,17.06,0.26813217
90.43,2342,6.46,16.73,0.22512279000000002
96.3,2028,11.28,14.57,0.29428699
95.65,2138,15.49,14.49,0.29993552000000007
96.97,2434,12.74,16.07,0.27435201000000004
99.03,2339,12.65,18.35,0.27406366
95.96,2310,4.95,15.8,0.25269737000000003
94.86,2190,4.26,10.4,0.2835313
92.13,1910,15.29,8.31,0.33088397999999997
88.7,2158,11.74,16.7,0.24229112000000003
92.26,2410,13.4,11.36,0.28439832000000004
91.45,2410,3.83,18.7,0.20659249000000007
91.6,1963,3.79,10.93,0.27434931999999995
95.35,2162,17.13,9.34,0.33362299000000006
92.15,2052,5.95,12.87,0.26785720000000013
94.73,2170,13.4,11.44,0.30612846000000005
93.17,2308,11.27,19.1,0.23991545
90.32,2177,12.76,15.84,0.25718211999999996
90.15,2057,9.98,16.65,0.24831639000000003
96.49,1894,7.81,13.41,0.29741636
94.71,2334,4.41,15.48,0.24614205
96.65,2078,8.33,18.08,0.26324309000000007
94.2,2310,8.62,17.85,0.24377841
94.02,2048,11.72,14.04,0.287541
96.13,2326,7.89,18.15,0.24776618
94.99,2352,0.75,15.32,0.23613242999999995
97.19,2761,12.2,8.17,0.30635553
90.99,2141,2.65,12.25,0.25193647999999996
95.86,2500,8.37,20.81,0.22407257999999997
96.61,2554,9.12,14.24,0.26695818000000004
93.71,2480,5.29,17.36,0.22634368999999996
93.07,2211,10.71,14.57,0.26942681999999996
93.31,2162,11.61,8.86,0.30996955000000004
91.67,2093,14.47,8.9,0.31432505
94.35,2319,14.33,12.02,0.29701038999999996
93.61,2408,4.49,19.45,0.21408004000000003
91.45,2130,16.9,2.21,0.35953035000000005
91.19,2086,6.57,15.43,0.24843954
95.36,2115,4.59,19.13,0.23766464000000004
88.59,1883,13.66,10.6,0.29707796
96.54,2277,8.88,15.89,0.26857927000000004
97.22,2299,12.74,15.11,0.28743251000000003
90.74,3012,11.64,12.67,0.23662365000000002
94.58,2041,12.55,10.05,0.31704676000000004
93.11,2368,3.44,16.02,0.23100964000000002
93.59,2403,9.76,16.98,0.24555675999999999
92.02,2058,14.47,8.38,0.32065075
98.86,2234,3.51,19.35,0.2435069
99.16,2578,14.33,11.83,0.3082879599999999
94.37,2412,11.06,20.61,0.23089387
90.71,1879,15.57,7.08,0.33410472999999996
92.93,2104,6.26,17.29,0.24338199000000005
92.91,2450,6.29,15.52,0.23827109000000002
92.15,2336,3.32,18.7,0.2115675600000001
92.33,2326,13.42,9.5,0.29981702
93.72,2245,7.82,18.42,0.23861999999999997
96.04,2347,14.89,8.58,0.3259182500000001
90.6,2010,10.49,15.23,0.26266071999999996
89.4,1943,12.77,9.72,0.3005597100000001
86.31,2013,14.88,11.14,0.28130516000000005
92.75,2361,11.3,18.4,0.23989379999999996
95.64,2444,2.74,11.43,0.26455455000000005
92.71,2164,2.18,12.12,0.25804976
92.14,2061,6.09,16.48,0.24608815
95.44,2460,2.86,19.19,0.21653330999999998
96.03,2216,2.77,17.15,0.24236122000000002
95.2,2118,2.19,17.98,0.23623147000000003
95.62,2247,13.8,14.99,0.2865378900000001
93.7,1938,5.38,14.67,0.26750159000000007
96.35,2439,3.37,15.58,0.24498530999999996
94.29,2185,7.29,11.81,0.2821264
95.25,2419,9.24,16.64,0.25282461999999994
97.21,2303,15.03,-0.06,0.38575541
96.09,2350,0.67,17.48,0.22797799000000002
90.61,2380,4.49,14.8,0.22968709000000004
93.73,2305,6.82,16.15,0.24648336999999998
96.24,2333,2.88,18.45,0.23049506999999997
98.99,2308,14.21,13.16,0.31143641
91.76,2344,6.97,17.29,0.22931778000000008
95.67,2277,2.08,17.95,0.23096242999999994
91.83,2093,15.11,3.56,0.34922719
98.52,2322,16.53,10.47,0.33210648
90.7,1962,14.58,6.62,0.32995403999999995
93.54,2053,16.93,6.54,0.34658157000000006
93.43,2172,15.94,12.39,0.30231533000000005
96.54,2540,6.92,18.8,0.23293264000000008
89.63,2971,18.45,4.43,0.30434306
91.95,2187,16.39,9.8,0.31188967
94.49,2284,4.33,14.96,0.25030157000000003
96.54,2460,14.53,20.83,0.24811592000000005
94.01,2279,4.3,20.3,0.21607262000000002
97.49,2323,15.77,17.09,0.28510304
94.91,2380,4.24,15.56,0.24394394000000003
87.01,1738,13.77,10.6,0.29682553000000006
95.2,2212,15.86,13.82,0.29970048000000005
92.8,2325,2.42,18.07,0.21601951000000003
89.73,2195,16.38,14.59,0.27250625
94.23,2165,17.8,13.93,0.3028144100000001
91.84,2254,11.87,12.61,0.27728644
98.04,2827,7.47,8.71,0.28919834
97.98,2494,9.41,20.12,0.24142279
94.99,2539,0.48,18.94,0.20495152
94.21,2267,11.11,18.66,0.24868085
92.74,2143,6.21,12.32,0.27052490999999995
94.99,2230,3.56,17.15,0.23944551000000003
91.36,2331,10.37,12.77,0.26593698
93.16,2267,18.34,11.06,0.31226003999999996
97.77,2356,8.85,16.43,0.26724094
96.64,2437,4.86,18.41,0.23400200999999998
94.36,2364,7.21,14.67,0.256802
98.64,2372,6.13,17.56,0.25517747
91.03,2030,14.64,13.37,0.28787733000000004
90.37,2228,15.02,6.63,0.3176328500000001
94.45,2418,8.44,18.55,0.23521447
91.64,2021,13.64,11.71,0.29794905
91.81,2232,4.74,18.2,0.22220604
93.6,2242,5.71,15.78,0.24752582999999997
94.15,1921,14.48,14.92,0.29724274
93.68,2646,2.86,19.42,0.1986368400000001
96.22,2679,2.57,19.92,0.20480134999999994
90.62,1926,16.36,0.45,0.37396387000000003
87.06,1972,14.24,10.88,0.28616404
95.67,2541,4.32,19.28,0.21790630000000002
94.29,2229,3.95,21.12,0.21359642999999998
93.86,2487,8.9,16.1,0.24557432
94.92,2071,13.73,13.29,0.30139398
93.1,2211,11.09,21.14,0.23116617
97.26,2005,13.07,11.08,0.32633273
92.04,2310,14.26,14.8,0.2699144600000001
96.64,2362,12.59,11.11,0.3055453
92.88,2114,11.85,7.02,0.32203221
93.95,2205,13.79,8.27,0.32129132000000005
97.61,2187,-1.06,17.98,0.23392974000000002
97.27,2270,7.1,13.43,0.28149129
94.21,2329,15.7,14.68,0.28416772
90.22,2266,3.93,16.18,0.22304293
94.29,2287,9.37,15.02,0.26463079
97.1,2136,14.05,13.14,0.31027825
94.37,2451,10.98,18.43,0.24200013
95.63,2352,13.27,15.48,0.27718807
93.9,2006,11.7,12.93,0.29553405000000005
98.03,2127,16.58,10.42,0.3392205
94.09,2427,5.27,18.15,0.22567184000000004
95.86,2190,15.04,11.89,0.31278199
88.96,2072,13.68,15.98,0.25779546
97.39,2150,4.42,15.67,0.26564509000000003
90.31,2510,7.91,17.26,0.21824965000000002
95.43,2237,3.85,14.85,0.25589676000000006
93.06,2294,9.43,17.56,0.24358421000000002
92.87,2096,8.44,13.64,0.27227246000000005
93.57,2228,6.71,16.09,0.24928261999999995
97.1,2126,12.5,6.44,0.3462611
93.38,1980,15.41,12.52,0.30840399
89.13,2141,5.36,14.81,0.23649049
93.7,2231,13.09,6.02,0.3303353700000001
94.38,2591,6.19,17.62,0.22558283000000004
92.82,2110,5.71,19.19,0.22944141999999998
94.06,2247,8.92,15.3,0.26231318000000003
91.37,2139,15.79,10.6,0.30473870999999997
92.72,2247,8.37,14.38,0.26002545
90.57,1895,14.74,9.33,0.31658811
95.18,2449,2.36,16.6,0.22989204000000002
93.1,2292,-0.83,18.41,0.20669466000000003
95.59,2277,16.91,10.62,0.32107481000000004
95.24,2367,7.56,15.93,0.25418130999999994
92.76,2346,17.74,13.44,0.29061954
95.58,2249,17.32,8.06,0.33901042000000003
96.63,2656,4.57,15.48,0.24071757
98.4,2083,17.01,5.18,0.37582873000000006
91.45,2071,13.49,7.7,0.31849407
93.38,2127,6.99,16.27,0.25281138000000003
93.54,2063,16.28,5.57,0.34993987000000004
96.36,2337,8.34,13.67,0.27671119
95.45,2229,8.45,17.4,0.25535485
92.45,2252,5.3,19.34,0.21909410000000007
93.62,2233,14.84,10.43,0.30877421
96.43,2171,9.82,16.34,0.27313542
96.05,2278,13.68,12.63,0.30093019
96.35,2227,11.61,13.93,0.29032727999999997
98.49,2360,2.53,15.86,0.25404007
92.6,2050,15.57,9.65,0.31944506
94.41,2140,5.45,14.76,0.26120577
92.9,2425,11.32,17.88,0.24085515999999996
94.39,2234,9.97,17.63,0.25365234000000003
91.79,2098,11.8,12.63,0.28383283
94.49,2342,4.43,20.94,0.21193956999999997
92.6,2379,8.16,19.76,0.22038848
93.68,2052,2.02,18.03,0.23147467000000008
89.87,2071,8.4,7.96,0.29382354
93.01,2043,8.27,17.64,0.25069703000000004
92.39,2684,6.43,20.24,0.19722767000000002
94.64,2362,13.87,17.55,0.26161774000000004
93.62,2174,14.28,0.8,0.36773648000000003
89.99,2054,19.32,9.4,0.32057334
94.83,2369,15.97,15.2,0.28288236999999994
97.65,2466,0.94,18.61,0.22384007000000006
95.4,2205,8.08,14.51,0.27247789
91.39,2594,8.54,17.82,0.2179397
92.62,2245,7.76,12.85,0.26697367000000005
94.92,2388,12.09,17.99,0.25349956
95.32,2374,4.85,18.54,0.23003848999999998
91.9,2266,14.1,19.51,0.24240475000000003
94.29,2177,7.52,18.23,0.24452899
90.7,1793,7.21,16.02,0.25800893
88.8,2306,12.03,14.98,0.24726718999999997
91.35,2346,4.18,15.43,0.22984948999999993
94.01,2118,7.68,14.45,0.26921621000000007
93.05,2065,7.43,12.75,0.27671524000000003
95.43,2540,2.53,18.7,0.21476135000000007
93.17,2304,6.61,18.22,0.23084667000000003
90.16,2118,11.04,14.88,0.25955503999999996
94.09,2317,7.14,19.06,0.2310451
91.93,2656,1.3,16.58,0.20243646000000004
96.18,2122,11.57,16.17,0.2807188200000001
93.53,2132,5.28,11.95,0.27395535000000004
